token,n,logprob
mente,1.0,-7.0707241072602764
necessities,1.0,-7.0707241072602764
daddy,1.0,-7.0707241072602764
coachable,1.0,-7.0707241072602764
winnipeg,1.0,-7.0707241072602764
hootsuite,1.0,-7.0707241072602764
glamorous,1.0,-7.0707241072602764
hard,1.0,-7.0707241072602764
free,1.0,-7.0707241072602764
makingovercancer.org,1.0,-7.0707241072602764
505,1.0,-7.0707241072602764
ingrate,1.0,-7.0707241072602764
juvenile,1.0,-7.0707241072602764
smartly,1.0,-7.0707241072602764
creciendo,1.0,-7.0707241072602764
mississauga,1.0,-7.0707241072602764
después,1.0,-7.0707241072602764
yaswanth,1.0,-7.0707241072602764
sé,1.0,-7.0707241072602764
exchanged,1.0,-7.0707241072602764
hice,1.0,-7.0707241072602764
live,1.0,-7.0707241072602764
owen,1.0,-7.0707241072602764
funcionando,1.0,-7.0707241072602764
audiences,1.0,-7.0707241072602764
brochures,1.0,-7.0707241072602764
commercialization,1.0,-7.0707241072602764
wikipedia,1.0,-7.0707241072602764
onboarding,1.0,-7.0707241072602764
valeria,1.0,-7.0707241072602764
mail:w.ping,1.0,-7.0707241072602764
eleanor,1.0,-7.0707241072602764
foolish,1.0,-7.0707241072602764
bridges,1.0,-7.0707241072602764
worksheets,1.0,-7.0707241072602764
ckuntarich,1.0,-7.0707241072602764
lies,1.0,-7.0707241072602764
artistry,1.0,-7.0707241072602764
outlets,1.0,-7.0707241072602764
quadrupleindia.com,1.0,-7.0707241072602764
admissions,1.0,-7.0707241072602764
raven,1.0,-7.0707241072602764
0738,1.0,-7.0707241072602764
381367,1.0,-7.0707241072602764
housekeeping,1.0,-7.0707241072602764
montclair.edu,1.0,-7.0707241072602764
385,1.0,-7.0707241072602764
emphasise,1.0,-7.0707241072602764
kicking,1.0,-7.0707241072602764
confined,1.0,-7.0707241072602764
tinting,1.0,-7.0707241072602764
splits,1.0,-7.0707241072602764
counted,1.0,-7.0707241072602764
coursera,1.0,-7.0707241072602764
walgreens,1.0,-7.0707241072602764
www.entrepreneur.com,1.0,-7.0707241072602764
artesian,1.0,-7.0707241072602764
genius,1.0,-7.0707241072602764
8692,1.0,-7.0707241072602764
virtually,1.0,-7.0707241072602764
1218,1.0,-7.0707241072602764
coupons,1.0,-7.0707241072602764
mans,1.0,-7.0707241072602764
enjoying,1.0,-7.0707241072602764
keywords,1.0,-7.0707241072602764
pretty,1.0,-7.0707241072602764
cam.holly16,1.0,-7.0707241072602764
organizar,1.0,-7.0707241072602764
equivalent,1.0,-7.0707241072602764
gpa,1.0,-7.0707241072602764
bookstore,1.0,-7.0707241072602764
sample_business_plans.php,1.0,-7.0707241072602764
projets,1.0,-7.0707241072602764
duly,1.0,-7.0707241072602764
everytime,1.0,-7.0707241072602764
deserved,1.0,-7.0707241072602764
primarily,1.0,-7.0707241072602764
universidad,1.0,-7.0707241072602764
sequence,1.0,-7.0707241072602764
slum,1.0,-7.0707241072602764
attract,1.0,-7.0707241072602764
trail,1.0,-7.0707241072602764
ieasha,1.0,-7.0707241072602764
illustrator,1.0,-7.0707241072602764
repair,1.0,-7.0707241072602764
river,1.0,-7.0707241072602764
posibilidad,1.0,-7.0707241072602764
mouzannar,1.0,-7.0707241072602764
www.bocbusinesssolutions.com,1.0,-7.0707241072602764
tentatively,1.0,-7.0707241072602764
magazine,1.0,-7.0707241072602764
performed,1.0,-7.0707241072602764
flake,1.0,-7.0707241072602764
unesco,1.0,-7.0707241072602764
ventaja,1.0,-7.0707241072602764
caffeine,1.0,-7.0707241072602764
contractors,1.0,-7.0707241072602764
empresarios,1.0,-7.0707241072602764
peter.s.bartos,1.0,-7.0707241072602764
michaeldagenais,1.0,-7.0707241072602764
bankable,1.0,-7.0707241072602764
flights,1.0,-7.0707241072602764
www.liveplan.com,1.0,-7.0707241072602764
intimidating,1.0,-7.0707241072602764
locate,1.0,-7.0707241072602764
compare,1.0,-7.0707241072602764
roiss,1.0,-7.0707241072602764
seek,1.0,-7.0707241072602764
sportswear,1.0,-7.0707241072602764
executing,1.0,-7.0707241072602764
exception,1.0,-7.0707241072602764
systematic,1.0,-7.0707241072602764
skilled,1.0,-7.0707241072602764
encyclopedia,1.0,-7.0707241072602764
foe,1.0,-7.0707241072602764
ecosystem,1.0,-7.0707241072602764
monetary,1.0,-7.0707241072602764
424,1.0,-7.0707241072602764
carmen,1.0,-7.0707241072602764
successes,1.0,-7.0707241072602764
www.girltownapparel.etsy.com,1.0,-7.0707241072602764
encuentro,1.0,-7.0707241072602764
perusing,1.0,-7.0707241072602764
overseas,1.0,-7.0707241072602764
warehouse,1.0,-7.0707241072602764
asnee,1.0,-7.0707241072602764
empathize,1.0,-7.0707241072602764
amani,1.0,-7.0707241072602764
sandeep,1.0,-7.0707241072602764
gemologist,1.0,-7.0707241072602764
inhibiting,1.0,-7.0707241072602764
mardrease,1.0,-7.0707241072602764
cluster,1.0,-7.0707241072602764
formulation,1.0,-7.0707241072602764
coolhouse,1.0,-7.0707241072602764
alagappan,1.0,-7.0707241072602764
dwayne,1.0,-7.0707241072602764
www.secureyourpeace.com,1.0,-7.0707241072602764
pupils,1.0,-7.0707241072602764
respect,1.0,-7.0707241072602764
outright,1.0,-7.0707241072602764
mercados,1.0,-7.0707241072602764
payables,1.0,-7.0707241072602764
nationwide,1.0,-7.0707241072602764
amanpreet,1.0,-7.0707241072602764
undercut,1.0,-7.0707241072602764
previously,1.0,-7.0707241072602764
mailed,1.0,-7.0707241072602764
criteria,1.0,-7.0707241072602764
qualified,1.0,-7.0707241072602764
adelante,1.0,-7.0707241072602764
foodie,1.0,-7.0707241072602764
207,1.0,-7.0707241072602764
abhimanyu,1.0,-7.0707241072602764
dominated,1.0,-7.0707241072602764
malpractice,1.0,-7.0707241072602764
read.uberflip.com,1.0,-7.0707241072602764
fielding,1.0,-7.0707241072602764
storefront,1.0,-7.0707241072602764
lock,1.0,-7.0707241072602764
junio,1.0,-7.0707241072602764
presentations,1.0,-7.0707241072602764
10k,1.0,-7.0707241072602764
excitement,1.0,-7.0707241072602764
geoffrey,1.0,-7.0707241072602764
wideness,1.0,-7.0707241072602764
assistants,1.0,-7.0707241072602764
proceeding,1.0,-7.0707241072602764
alliance,1.0,-7.0707241072602764
mukeshmishra1202,1.0,-7.0707241072602764
nasa,1.0,-7.0707241072602764
component,1.0,-7.0707241072602764
lim,1.0,-7.0707241072602764
yusuff,1.0,-7.0707241072602764
reluctant,1.0,-7.0707241072602764
pipe,1.0,-7.0707241072602764
campaign,1.0,-7.0707241072602764
alison.com,1.0,-7.0707241072602764
spark,1.0,-7.0707241072602764
logical,1.0,-7.0707241072602764
surprising,1.0,-7.0707241072602764
ejalonibu,1.0,-7.0707241072602764
recession,1.0,-7.0707241072602764
energetic,1.0,-7.0707241072602764
tampaofficepro,1.0,-7.0707241072602764
wrap,1.0,-7.0707241072602764
practicality,1.0,-7.0707241072602764
tool,1.0,-7.0707241072602764
desert,1.0,-7.0707241072602764
alcohol,1.0,-7.0707241072602764
performances,1.0,-7.0707241072602764
url,1.0,-7.0707241072602764
richelle,1.0,-7.0707241072602764
00.91.790.337.8744,1.0,-7.0707241072602764
hostgator,1.0,-7.0707241072602764
subscription,1.0,-7.0707241072602764
alphanso,1.0,-7.0707241072602764
lurelandrew,1.0,-7.0707241072602764
2884,1.0,-7.0707241072602764
914,1.0,-7.0707241072602764
trays,1.0,-7.0707241072602764
negligible,1.0,-7.0707241072602764
file,1.0,-7.0707241072602764
context,1.0,-7.0707241072602764
districts,1.0,-7.0707241072602764
encounters,1.0,-7.0707241072602764
conversely,1.0,-7.0707241072602764
sylviahuang.com.au,1.0,-7.0707241072602764
day.your,1.0,-7.0707241072602764
tight,1.0,-7.0707241072602764
adview,1.0,-7.0707241072602764
impacts,1.0,-7.0707241072602764
chidiebere,1.0,-7.0707241072602764
mexicano,1.0,-7.0707241072602764
docs.google.com,1.0,-7.0707241072602764
segmentation,1.0,-7.0707241072602764
proceeded,1.0,-7.0707241072602764
dressing,1.0,-7.0707241072602764
seed,1.0,-7.0707241072602764
montgomery,1.0,-7.0707241072602764
typo,1.0,-7.0707241072602764
broaden,1.0,-7.0707241072602764
sandler,1.0,-7.0707241072602764
merchandise,1.0,-7.0707241072602764
close,1.0,-7.0707241072602764
mediterranean,1.0,-7.0707241072602764
graduate,1.0,-7.0707241072602764
superpowers,1.0,-7.0707241072602764
token,1.0,-7.0707241072602764
benchmark,1.0,-7.0707241072602764
backward,1.0,-7.0707241072602764
farney,1.0,-7.0707241072602764
refund,1.0,-7.0707241072602764
tact,1.0,-7.0707241072602764
impressed,1.0,-7.0707241072602764
narayanan,1.0,-7.0707241072602764
association,1.0,-7.0707241072602764
consolidate,1.0,-7.0707241072602764
legacies,1.0,-7.0707241072602764
willingly,1.0,-7.0707241072602764
customised,1.0,-7.0707241072602764
nosotros,1.0,-7.0707241072602764
wooden,1.0,-7.0707241072602764
shortly,1.0,-7.0707241072602764
informacion,1.0,-7.0707241072602764
revert,1.0,-7.0707241072602764
reassure,1.0,-7.0707241072602764
francais,1.0,-7.0707241072602764
special,1.0,-7.0707241072602764
influencer,1.0,-7.0707241072602764
priceless,1.0,-7.0707241072602764
volunteers,1.0,-7.0707241072602764
distribute,1.0,-7.0707241072602764
animated,1.0,-7.0707241072602764
piensa,1.0,-7.0707241072602764
paso,1.0,-7.0707241072602764
66,1.0,-7.0707241072602764
cornerstone,1.0,-7.0707241072602764
selections,1.0,-7.0707241072602764
lol,1.0,-7.0707241072602764
filmmaking,1.0,-7.0707241072602764
negotiated,1.0,-7.0707241072602764
restructuring,1.0,-7.0707241072602764
richards,1.0,-7.0707241072602764
umbrella,1.0,-7.0707241072602764
reaction,1.0,-7.0707241072602764
traits,1.0,-7.0707241072602764
ud,1.0,-7.0707241072602764
acrylic,1.0,-7.0707241072602764
hollywood,1.0,-7.0707241072602764
century,1.0,-7.0707241072602764
nutraceuticals,1.0,-7.0707241072602764
nationalities,1.0,-7.0707241072602764
handbags,1.0,-7.0707241072602764
genocide,1.0,-7.0707241072602764
empowered,1.0,-7.0707241072602764
lover,1.0,-7.0707241072602764
30am,1.0,-7.0707241072602764
extremly,1.0,-7.0707241072602764
sc,1.0,-7.0707241072602764
density,1.0,-7.0707241072602764
promise,1.0,-7.0707241072602764
adolescent,1.0,-7.0707241072602764
apasionado,1.0,-7.0707241072602764
veterinary,1.0,-7.0707241072602764
demonstrated,1.0,-7.0707241072602764
excess,1.0,-7.0707241072602764
multiples,1.0,-7.0707241072602764
drafts,1.0,-7.0707241072602764
darker,1.0,-7.0707241072602764
flipping,1.0,-7.0707241072602764
kickstarter,1.0,-7.0707241072602764
roadmaps,1.0,-7.0707241072602764
ver,1.0,-7.0707241072602764
physician,1.0,-7.0707241072602764
departments,1.0,-7.0707241072602764
examining,1.0,-7.0707241072602764
relatable,1.0,-7.0707241072602764
referrals,1.0,-7.0707241072602764
confirmed,1.0,-7.0707241072602764
assemble,1.0,-7.0707241072602764
cleaner,1.0,-7.0707241072602764
nations,1.0,-7.0707241072602764
vicinity,1.0,-7.0707241072602764
j'aimerais,1.0,-7.0707241072602764
basement,1.0,-7.0707241072602764
redebony,1.0,-7.0707241072602764
hesitant,1.0,-7.0707241072602764
168350919,1.0,-7.0707241072602764
estimated,1.0,-7.0707241072602764
cuánto,1.0,-7.0707241072602764
capacity,1.0,-7.0707241072602764
100ton,1.0,-7.0707241072602764
karem,1.0,-7.0707241072602764
aprendí,1.0,-7.0707241072602764
delicatessen,1.0,-7.0707241072602764
muhammed,1.0,-7.0707241072602764
discounts,1.0,-7.0707241072602764
mathematical,1.0,-7.0707241072602764
closure,1.0,-7.0707241072602764
occasion,1.0,-7.0707241072602764
treasury,1.0,-7.0707241072602764
libraries,1.0,-7.0707241072602764
presuming,1.0,-7.0707241072602764
0189,1.0,-7.0707241072602764
lonnection,1.0,-7.0707241072602764
tastes,1.0,-7.0707241072602764
thx,1.0,-7.0707241072602764
reevaluate,1.0,-7.0707241072602764
implications,1.0,-7.0707241072602764
cordiales,1.0,-7.0707241072602764
unfortunate,1.0,-7.0707241072602764
strategically,1.0,-7.0707241072602764
downward,1.0,-7.0707241072602764
stranger,1.0,-7.0707241072602764
write,1.0,-7.0707241072602764
centre,1.0,-7.0707241072602764
dummies,1.0,-7.0707241072602764
debbie,1.0,-7.0707241072602764
saber,1.0,-7.0707241072602764
compromise,1.0,-7.0707241072602764
simplifying,1.0,-7.0707241072602764
bigdreams.co,1.0,-7.0707241072602764
continual,1.0,-7.0707241072602764
coincidence,1.0,-7.0707241072602764
continuar,1.0,-7.0707241072602764
questions,1.0,-7.0707241072602764
steering,1.0,-7.0707241072602764
cups,1.0,-7.0707241072602764
aerial,1.0,-7.0707241072602764
tickets,1.0,-7.0707241072602764
tn,1.0,-7.0707241072602764
propósito,1.0,-7.0707241072602764
symbol,1.0,-7.0707241072602764
popolwujorg,1.0,-7.0707241072602764
student’s,1.0,-7.0707241072602764
barriers,1.0,-7.0707241072602764
networked,1.0,-7.0707241072602764
feasibility,1.0,-7.0707241072602764
9333,1.0,-7.0707241072602764
blessing,1.0,-7.0707241072602764
kari,1.0,-7.0707241072602764
además,1.0,-7.0707241072602764
hint,1.0,-7.0707241072602764
blueprint,1.0,-7.0707241072602764
underneath,1.0,-7.0707241072602764
essentials,1.0,-7.0707241072602764
doubling,1.0,-7.0707241072602764
version,1.0,-7.0707241072602764
impatient,1.0,-7.0707241072602764
heroes,1.0,-7.0707241072602764
wheeler,1.0,-7.0707241072602764
27th,1.0,-7.0707241072602764
livingspring,1.0,-7.0707241072602764
antonello,1.0,-7.0707241072602764
segmento,1.0,-7.0707241072602764
graphica,1.0,-7.0707241072602764
mayra,1.0,-7.0707241072602764
enlightens,1.0,-7.0707241072602764
"869,90usd",1.0,-7.0707241072602764
652,1.0,-7.0707241072602764
rajat,1.0,-7.0707241072602764
bt,1.0,-7.0707241072602764
entirety,1.0,-7.0707241072602764
benchmarking,1.0,-7.0707241072602764
business.what,1.0,-7.0707241072602764
vera,1.0,-7.0707241072602764
internacional,1.0,-7.0707241072602764
embarrassed,1.0,-7.0707241072602764
sand,1.0,-7.0707241072602764
di,1.0,-7.0707241072602764
shubham,1.0,-7.0707241072602764
melebenstein,1.0,-7.0707241072602764
shopify,1.0,-7.0707241072602764
appreciating,1.0,-7.0707241072602764
desarollo,1.0,-7.0707241072602764
isis,1.0,-7.0707241072602764
sensitivity,1.0,-7.0707241072602764
moderately,1.0,-7.0707241072602764
adolescents,1.0,-7.0707241072602764
climático,1.0,-7.0707241072602764
john,1.0,-7.0707241072602764
crafts,1.0,-7.0707241072602764
8505,1.0,-7.0707241072602764
wordpress.com,1.0,-7.0707241072602764
comfortable,1.0,-7.0707241072602764
zealous,1.0,-7.0707241072602764
percentage,1.0,-7.0707241072602764
stefanie,1.0,-7.0707241072602764
dropship,1.0,-7.0707241072602764
conveyance,1.0,-7.0707241072602764
421,1.0,-7.0707241072602764
aide,1.0,-7.0707241072602764
loses,1.0,-7.0707241072602764
mcdade,1.0,-7.0707241072602764
strategics,1.0,-7.0707241072602764
empowerment,1.0,-7.0707241072602764
scores,1.0,-7.0707241072602764
founders,1.0,-7.0707241072602764
default,1.0,-7.0707241072602764
sangeeta,1.0,-7.0707241072602764
predaxis.com,1.0,-7.0707241072602764
shortcomings,1.0,-7.0707241072602764
units,1.0,-7.0707241072602764
commissions,1.0,-7.0707241072602764
3.30,1.0,-7.0707241072602764
daniels,1.0,-7.0707241072602764
frankly,1.0,-7.0707241072602764
10.30,1.0,-7.0707241072602764
decidimos,1.0,-7.0707241072602764
serviced,1.0,-7.0707241072602764
union,1.0,-7.0707241072602764
imshekharkumar,1.0,-7.0707241072602764
priorities,1.0,-7.0707241072602764
cross,1.0,-7.0707241072602764
benjamin,1.0,-7.0707241072602764
feild,1.0,-7.0707241072602764
sucks,1.0,-7.0707241072602764
235,1.0,-7.0707241072602764
warn,1.0,-7.0707241072602764
leaves,1.0,-7.0707241072602764
hypothesis,1.0,-7.0707241072602764
reassurance,1.0,-7.0707241072602764
rafel,1.0,-7.0707241072602764
flying,1.0,-7.0707241072602764
scenes,1.0,-7.0707241072602764
jenn,1.0,-7.0707241072602764
stanford,1.0,-7.0707241072602764
positioning,1.0,-7.0707241072602764
haitian,1.0,-7.0707241072602764
teaching,1.0,-7.0707241072602764
mcp,1.0,-7.0707241072602764
scientific,1.0,-7.0707241072602764
psychologists,1.0,-7.0707241072602764
renewable,1.0,-7.0707241072602764
25k,1.0,-7.0707241072602764
mca,1.0,-7.0707241072602764
prakash,1.0,-7.0707241072602764
50k,1.0,-7.0707241072602764
intereso,1.0,-7.0707241072602764
pollination,1.0,-7.0707241072602764
evelyn,1.0,-7.0707241072602764
exercise,1.0,-7.0707241072602764
historically,1.0,-7.0707241072602764
auditing,1.0,-7.0707241072602764
artists,1.0,-7.0707241072602764
quill,1.0,-7.0707241072602764
pdt,1.0,-7.0707241072602764
initials,1.0,-7.0707241072602764
taylor,1.0,-7.0707241072602764
hutton,1.0,-7.0707241072602764
add,1.0,-7.0707241072602764
reflects,1.0,-7.0707241072602764
udemy,1.0,-7.0707241072602764
organisations,1.0,-7.0707241072602764
contrary,1.0,-7.0707241072602764
comm,1.0,-7.0707241072602764
ayesha,1.0,-7.0707241072602764
oj,1.0,-7.0707241072602764
illustrations,1.0,-7.0707241072602764
continually,1.0,-7.0707241072602764
734,1.0,-7.0707241072602764
preparing,1.0,-7.0707241072602764
bconsulting.com,1.0,-7.0707241072602764
contributions,1.0,-7.0707241072602764
table,1.0,-7.0707241072602764
algunos,1.0,-7.0707241072602764
orett,1.0,-7.0707241072602764
hoyos,1.0,-7.0707241072602764
baked,1.0,-7.0707241072602764
ernst,1.0,-7.0707241072602764
viralocity,1.0,-7.0707241072602764
distribución,1.0,-7.0707241072602764
headache,1.0,-7.0707241072602764
banglorean,1.0,-7.0707241072602764
coordinator,1.0,-7.0707241072602764
negocio,1.0,-7.0707241072602764
motive,1.0,-7.0707241072602764
mentor,1.0,-7.0707241072602764
widen,1.0,-7.0707241072602764
calidad,1.0,-7.0707241072602764
formulas,1.0,-7.0707241072602764
catalyst,1.0,-7.0707241072602764
traineeships,1.0,-7.0707241072602764
merydith,1.0,-7.0707241072602764
aurora,1.0,-7.0707241072602764
sophomore,1.0,-7.0707241072602764
718,1.0,-7.0707241072602764
12k,1.0,-7.0707241072602764
comfort,1.0,-7.0707241072602764
724,1.0,-7.0707241072602764
skeptical,1.0,-7.0707241072602764
michaels,1.0,-7.0707241072602764
wiped,1.0,-7.0707241072602764
mom,1.0,-7.0707241072602764
consistently,1.0,-7.0707241072602764
spirit,1.0,-7.0707241072602764
finalized,1.0,-7.0707241072602764
upto,1.0,-7.0707241072602764
ideally,1.0,-7.0707241072602764
uneducated,1.0,-7.0707241072602764
published,1.0,-7.0707241072602764
silly,1.0,-7.0707241072602764
togo,1.0,-7.0707241072602764
gratis,1.0,-7.0707241072602764
leila,1.0,-7.0707241072602764
synergies,1.0,-7.0707241072602764
amrut,1.0,-7.0707241072602764
platforms,1.0,-7.0707241072602764
summary,1.0,-7.0707241072602764
2f,1.0,-7.0707241072602764
100usd,1.0,-7.0707241072602764
assembling,1.0,-7.0707241072602764
enlist,1.0,-7.0707241072602764
redundancy,1.0,-7.0707241072602764
youll,1.0,-7.0707241072602764
hurry,1.0,-7.0707241072602764
growers,1.0,-7.0707241072602764
navigate,1.0,-7.0707241072602764
restricting,1.0,-7.0707241072602764
subset,1.0,-7.0707241072602764
574,1.0,-7.0707241072602764
pilant,1.0,-7.0707241072602764
6492,1.0,-7.0707241072602764
willis,1.0,-7.0707241072602764
discussions,1.0,-7.0707241072602764
startup,1.0,-7.0707241072602764
night,1.0,-7.0707241072602764
telegram,1.0,-7.0707241072602764
authentic,1.0,-7.0707241072602764
nda's,1.0,-7.0707241072602764
envisioning,1.0,-7.0707241072602764
c.e.o,1.0,-7.0707241072602764
dices,1.0,-7.0707241072602764
745,1.0,-7.0707241072602764
maurya,1.0,-7.0707241072602764
plants,1.0,-7.0707241072602764
conversación,1.0,-7.0707241072602764
contrast,1.0,-7.0707241072602764
empathetic,1.0,-7.0707241072602764
flowing,1.0,-7.0707241072602764
stock,1.0,-7.0707241072602764
yield,1.0,-7.0707241072602764
scholar,1.0,-7.0707241072602764
avery,1.0,-7.0707241072602764
dark,1.0,-7.0707241072602764
harvard,1.0,-7.0707241072602764
tedx,1.0,-7.0707241072602764
afghanistan,1.0,-7.0707241072602764
solve,1.0,-7.0707241072602764
resturant,1.0,-7.0707241072602764
thibaud,1.0,-7.0707241072602764
seminars,1.0,-7.0707241072602764
closest,1.0,-7.0707241072602764
styling,1.0,-7.0707241072602764
splho,1.0,-7.0707241072602764
costas,1.0,-7.0707241072602764
israel,1.0,-7.0707241072602764
salud,1.0,-7.0707241072602764
graduated,1.0,-7.0707241072602764
single,1.0,-7.0707241072602764
nanny,1.0,-7.0707241072602764
nada,1.0,-7.0707241072602764
walks,1.0,-7.0707241072602764
ajmir,1.0,-7.0707241072602764
plastica,1.0,-7.0707241072602764
angry,1.0,-7.0707241072602764
solidly,1.0,-7.0707241072602764
carly,1.0,-7.0707241072602764
0633177385,1.0,-7.0707241072602764
bpo,1.0,-7.0707241072602764
shell,1.0,-7.0707241072602764
recipient,1.0,-7.0707241072602764
smoking,1.0,-7.0707241072602764
usda,1.0,-7.0707241072602764
olds,1.0,-7.0707241072602764
coral,1.0,-7.0707241072602764
cuidado,1.0,-7.0707241072602764
late,1.0,-7.0707241072602764
bay,1.0,-7.0707241072602764
gabriele,1.0,-7.0707241072602764
joe,1.0,-7.0707241072602764
teenage,1.0,-7.0707241072602764
uplift,1.0,-7.0707241072602764
currency,1.0,-7.0707241072602764
jumps,1.0,-7.0707241072602764
sectors,1.0,-7.0707241072602764
