token,n,logprob_0
ssl,7,-13.106266515270875
worldnetdaily,9,-12.854952086989968
chez,6,-13.260417195098132
burroughs,11,-12.654281391527817
mendon,6,-13.260417195098132
pineal,6,-13.260417195098132
smp,7,-13.106266515270875
qa,12,-12.567270014538186
kermit,7,-13.106266515270875
poultry,10,-12.749591571332141
g11,71,-10.789496787284872
stout,8,-12.972735122646352
rudder,6,-13.260417195098132
dewey,9,-12.854952086989968
i7,27,-11.756339798321859
unsustainable,7,-13.106266515270875
vols,7,-13.106266515270875
rehabilitate,10,-12.749591571332141
evhs,12,-12.567270014538186
pwc,10,-12.749591571332141
rosalie,7,-13.106266515270875
phosphate,7,-13.106266515270875
slr,6,-13.260417195098132
zayzayem,7,-13.106266515270875
fairmount,6,-13.260417195098132
zj,8,-12.972735122646352
reapply,8,-12.972735122646352
chai,6,-13.260417195098132
deadend,6,-13.260417195098132
aude,8,-12.972735122646352
segmental,11,-12.654281391527817
imperator,6,-13.260417195098132
fedora,10,-12.749591571332141
mono,12,-12.567270014538186
daisuke,8,-12.972735122646352
hertfordshire,8,-12.972735122646352
incremental,12,-12.567270014538186
laurens,6,-13.260417195098132
coster,8,-12.972735122646352
callie,9,-12.854952086989968
mudali,6,-13.260417195098132
mudaliar,11,-12.654281391527817
hallucinogen,7,-13.106266515270875
opium,11,-12.654281391527817
pons,7,-13.106266515270875
aristotles,8,-12.972735122646352
angier,17,-12.218963320269971
meteorite,6,-13.260417195098132
sobre,8,-12.972735122646352
4em,6,-13.260417195098132
purchaser,7,-13.106266515270875
voulez,7,-13.106266515270875
coucher,6,-13.260417195098132
elasticity,8,-12.972735122646352
informant,9,-12.854952086989968
discoverer,6,-13.260417195098132
00am,9,-12.854952086989968
livre,6,-13.260417195098132
2pp,7,-13.106266515270875
millimeter,14,-12.41311933471093
conceptualize,6,-13.260417195098132
panathinaikos,8,-12.972735122646352
johannesburg,17,-12.218963320269971
kelvin,18,-12.161804906430023
wikipediaweekly,7,-13.106266515270875
omalley,9,-12.854952086989968
roo,8,-12.972735122646352
criterias,8,-12.972735122646352
hogeschool,11,-12.654281391527817
rotterdam,6,-13.260417195098132
merbabu,9,-12.854952086989968
islington,7,-13.106266515270875
hinckley,6,-13.260417195098132
prakash,8,-12.972735122646352
uttar,22,-11.961134210967872
hoof,8,-12.972735122646352
crimp,7,-13.106266515270875
slavishly,7,-13.106266515270875
rile,10,-12.749591571332141
andric,9,-12.854952086989968
abovementioned,7,-13.106266515270875
wordimagesoundplay,8,-12.972735122646352
audrey,11,-12.654281391527817
pragmatic,19,-12.107737685159748
sonics,13,-12.48722730686465
tangerine,12,-12.567270014538186
flicker,8,-12.972735122646352
webcast,6,-13.260417195098132
squarepants,25,-11.833300839457987
chicagoland,8,-12.972735122646352
folkestone,6,-13.260417195098132
boca,7,-13.106266515270875
maui,6,-13.260417195098132
signup,11,-12.654281391527817
sutra,15,-12.344126463223978
signification,6,-13.260417195098132
idw,7,-13.106266515270875
aquiline,6,-13.260417195098132
newadvent,6,-13.260417195098132
ofsted,10,-12.749591571332141
5c,13,-12.48722730686465
optimization,8,-12.972735122646352
karanacs,9,-12.854952086989968
wrangler,7,-13.106266515270875
arterial,6,-13.260417195098132
conduction,8,-12.972735122646352
artery,17,-12.218963320269971
venous,7,-13.106266515270875
transplantation,18,-12.161804906430023
woodland,12,-12.567270014538186
stardom,6,-13.260417195098132
scavenger,9,-12.854952086989968
uncategorised,6,-13.260417195098132
lah,11,-12.654281391527817
pentium,6,-13.260417195098132
finch,8,-12.972735122646352
gorgan,16,-12.279587942086406
abad,13,-12.48722730686465
gorgani,8,-12.972735122646352
durrah,8,-12.972735122646352
vercetti,9,-12.854952086989968
untold,13,-12.48722730686465
crusios,16,-12.279587942086406
advaita,9,-12.854952086989968
sequitor,6,-13.260417195098132
colourful,12,-12.567270014538186
waaaay,9,-12.854952086989968
ecb,22,-11.961134210967872
ganon,8,-12.972735122646352
ashnard,8,-12.972735122646352
jaakobou,6,-13.260417195098132
fife,11,-12.654281391527817
hardened,8,-12.972735122646352
heer,6,-13.260417195098132
brig,6,-13.260417195098132
sebastien,7,-13.106266515270875
tiebreaker,9,-12.854952086989968
csp,9,-12.854952086989968
byzantiums,6,-13.260417195098132
subtype,10,-12.749591571332141
macphail,6,-13.260417195098132
iguana,6,-13.260417195098132
tcc,7,-13.106266515270875
gynecomastia,11,-12.654281391527817
steamboat,16,-12.279587942086406
sabine,7,-13.106266515270875
conure,6,-13.260417195098132
vellalas,6,-13.260417195098132
vellalars,7,-13.106266515270875
etzel,6,-13.260417195098132
zeit,10,-12.749591571332141
v3,8,-12.972735122646352
weathering,14,-12.41311933471093
technologist,9,-12.854952086989968
piecemeal,7,-13.106266515270875
9mm,8,-12.972735122646352
pursuant,28,-11.719972154150984
remover,8,-12.972735122646352
ttn,16,-12.279587942086406
kierkegaard,6,-13.260417195098132
homoeopathy,9,-12.854952086989968
liebman,6,-13.260417195098132
septenary,7,-13.106266515270875
sabino,7,-13.106266515270875
blanco,7,-13.106266515270875
oscillation,13,-12.48722730686465
hexagon,10,-12.749591571332141
dollymount,6,-13.260417195098132
desc,7,-13.106266515270875
rbu,6,-13.260417195098132
engadget,6,-13.260417195098132
coords,15,-12.344126463223978
coor,10,-12.749591571332141
theage,6,-13.260417195098132
freddys,7,-13.106266515270875
jasz,6,-13.260417195098132
alans,12,-12.567270014538186
ossetian,6,-13.260417195098132
hadrian,7,-13.106266515270875
tacitly,10,-12.749591571332141
nymex,10,-12.749591571332141
kan,12,-12.567270014538186
cydebot,10,-12.749591571332141
saltyboatr,12,-12.567270014538186
cosmologist,6,-13.260417195098132
lough,7,-13.106266515270875
mv,19,-12.107737685159748
gerda,17,-12.218963320269971
rel,6,-13.260417195098132
prinz,8,-12.972735122646352
biron,6,-13.260417195098132
kurland,6,-13.260417195098132
rst,9,-12.854952086989968
isabelle,10,-12.749591571332141
freiherr,6,-13.260417195098132
f8f8f8,10,-12.749591571332141
guiana,8,-12.972735122646352
carlson,6,-13.260417195098132
hii,9,-12.854952086989968
habitable,10,-12.749591571332141
boxs,6,-13.260417195098132
osborne,13,-12.48722730686465
telemundo,9,-12.854952086989968
hiro,6,-13.260417195098132
bennet,8,-12.972735122646352
matrimony,6,-13.260417195098132
sont,8,-12.972735122646352
cofs,8,-12.972735122646352
resonator,6,-13.260417195098132
siphon,13,-12.48722730686465
peyton,11,-12.654281391527817
tora,6,-13.260417195098132
impenetrable,6,-13.260417195098132
symbolics,10,-12.749591571332141
barlows,6,-13.260417195098132
vibe,13,-12.48722730686465
urn,7,-13.106266515270875
parc,6,-13.260417195098132
pavillion,6,-13.260417195098132
openoffice,8,-12.972735122646352
bachs,8,-12.972735122646352
bwv,8,-12.972735122646352
plainlinks,17,-12.218963320269971
heisenbergs,7,-13.106266515270875
bowman,8,-12.972735122646352
ceoil,9,-12.854952086989968
hla,7,-13.106266515270875
antigen,6,-13.260417195098132
csn,6,-13.260417195098132
clair,6,-13.260417195098132
heightened,6,-13.260417195098132
undergarment,6,-13.260417195098132
duke53,6,-13.260417195098132
savile,6,-13.260417195098132
mpaa,10,-12.749591571332141
fls,8,-12.972735122646352
narod,6,-13.260417195098132
kd,14,-12.41311933471093
lvr,6,-13.260417195098132
angelfire,10,-12.749591571332141
inhibitor,9,-12.854952086989968
fluoxetine,7,-13.106266515270875
noradrenergic,6,-13.260417195098132
cortex,13,-12.48722730686465
pnas,8,-12.972735122646352
hashish,8,-12.972735122646352
perkins,10,-12.749591571332141
seljuks,10,-12.749591571332141
annum,6,-13.260417195098132
rna,13,-12.48722730686465
sert,6,-13.260417195098132
uptake,7,-13.106266515270875
3h,6,-13.260417195098132
hennessy,6,-13.260417195098132
dissipated,8,-12.972735122646352
familiaris,10,-12.749591571332141
gilmore,8,-12.972735122646352
gsc,8,-12.972735122646352
50a6c2,6,-13.260417195098132
monorail,15,-12.344126463223978
robotoid,14,-12.41311933471093
endal,6,-13.260417195098132
gamble,22,-11.961134210967872
epstein,8,-12.972735122646352
kontakt,6,-13.260417195098132
harmonize,8,-12.972735122646352
beale,11,-12.654281391527817
enrique,13,-12.48722730686465
lovemonkey,17,-12.218963320269971
austere,8,-12.972735122646352
disloyal,8,-12.972735122646352
houdini,13,-12.48722730686465
gillian,7,-13.106266515270875
majin,9,-12.854952086989968
winnington,9,-12.854952086989968
porus,7,-13.106266515270875
changs,9,-12.854952086989968
brahmo,26,-11.794080126304705
samaj,15,-12.344126463223978
carolyn,14,-12.41311933471093
mckenzie,8,-12.972735122646352
clarendon,10,-12.749591571332141
dlx,8,-12.972735122646352
sorces,7,-13.106266515270875
tallin,6,-13.260417195098132
reassemble,6,-13.260417195098132
clade,16,-12.279587942086406
prix,34,-11.525816139710026
infoboxs,6,-13.260417195098132
odysseus,9,-12.854952086989968
sca,9,-12.854952086989968
mathmatical,6,-13.260417195098132
usaf,13,-12.48722730686465
navys,6,-13.260417195098132
150px,6,-13.260417195098132
pelasgian,9,-12.854952086989968
subprime,11,-12.654281391527817
pondicherry,6,-13.260417195098132
biruitorul,7,-13.106266515270875
flds,13,-12.48722730686465
pvo,6,-13.260417195098132
stacy,9,-12.854952086989968
olden,6,-13.260417195098132
dribble,7,-13.106266515270875
abtract,15,-12.344126463223978
loath,7,-13.106266515270875
mathew,16,-12.279587942086406
conurbation,15,-12.344126463223978
indue,8,-12.972735122646352
fixture,21,-12.007654226602764
xxv,11,-12.654281391527817
ferrie,6,-13.260417195098132
titus,6,-13.260417195098132
klondike,9,-12.854952086989968
hazy,9,-12.854952086989968
kip,9,-12.854952086989968
lola,11,-12.654281391527817
gordian,9,-12.854952086989968
paddybriggs,12,-12.567270014538186
nonfree,14,-12.41311933471093
nonfreeimageremoved,12,-12.567270014538186
tottenham,16,-12.279587942086406
commercialize,6,-13.260417195098132
nwobhm,9,-12.854952086989968
hollywoods,8,-12.972735122646352
issa,12,-12.567270014538186
mrca,6,-13.260417195098132
quesiton,7,-13.106266515270875
wolfmother,6,-13.260417195098132
parkes,6,-13.260417195098132
delaying,14,-12.41311933471093
rp,24,-11.874122833978241
jungs,7,-13.106266515270875
bozmo,9,-12.854952086989968
cozumel,7,-13.106266515270875
rada,10,-12.749591571332141
airhart,6,-13.260417195098132
arling,6,-13.260417195098132
wiederspahn,6,-13.260417195098132
gloomy,7,-13.106266515270875
spooky,6,-13.260417195098132
tok,7,-13.106266515270875
escobar,6,-13.260417195098132
forelli,6,-13.260417195098132
determinable,6,-13.260417195098132
nbn,10,-12.749591571332141
bma,7,-13.106266515270875
captivate,7,-13.106266515270875
killerchihuahuas,8,-12.972735122646352
bertha,7,-13.106266515270875
durable,7,-13.106266515270875
haitians,9,-12.854952086989968
craftsman,7,-13.106266515270875
adoptee,20,-12.056444390772196
joliet,11,-12.654281391527817
embraer,8,-12.972735122646352
hallow,15,-12.344126463223978
decadal,6,-13.260417195098132
partridge,7,-13.106266515270875
trivandrum,10,-12.749591571332141
munsell,8,-12.972735122646352
morgana,6,-13.260417195098132
dramas,10,-12.749591571332141
vinnie,6,-13.260417195098132
chairperson,8,-12.972735122646352
expedite,9,-12.854952086989968
wn,6,-13.260417195098132
nora,7,-13.106266515270875
urbanates,9,-12.854952086989968
jain,18,-12.161804906430023
xie,7,-13.106266515270875
familial,6,-13.260417195098132
komenda,11,-12.654281391527817
jvm,9,-12.854952086989968
fibrosis,14,-12.41311933471093
mahon,6,-13.260417195098132
theclownprinceofcrime,7,-13.106266515270875
alsf,7,-13.106266515270875
yls,6,-13.260417195098132
equalization,15,-12.344126463223978
uniformly,11,-12.654281391527817
imformation,7,-13.106266515270875
hyland,7,-13.106266515270875
fayssal,12,-12.567270014538186
paso,7,-13.106266515270875
uninterrupted,7,-13.106266515270875
abus,7,-13.106266515270875
wikimegamaster,6,-13.260417195098132
kotaku,7,-13.106266515270875
caprice,13,-12.48722730686465
kyr,6,-13.260417195098132
tavern,11,-12.654281391527817
disputation,6,-13.260417195098132
wikimarkup,9,-12.854952086989968
climber,14,-12.41311933471093
crimean,13,-12.48722730686465
nadav,15,-12.344126463223978
sajjad,6,-13.260417195098132
morse,12,-12.567270014538186
illini,12,-12.567270014538186
aina,9,-12.854952086989968
subterranean,7,-13.106266515270875
semiprotected,11,-12.654281391527817
melton,13,-12.48722730686465
strickland,6,-13.260417195098132
akradeckispeaketh,6,-13.260417195098132
hayley,9,-12.854952086989968
vnrs,7,-13.106266515270875
prestigous,6,-13.260417195098132
cher,10,-12.749591571332141
rnb,6,-13.260417195098132
albion,11,-12.654281391527817
hawkins,9,-12.854952086989968
outr,6,-13.260417195098132
pavelic,15,-12.344126463223978
mchale,6,-13.260417195098132
greenwood,8,-12.972735122646352
ustasa,10,-12.749591571332141
ustase,11,-12.654281391527817
exeption,6,-13.260417195098132
ttcd,7,-13.106266515270875
fiba,6,-13.260417195098132
benning,7,-13.106266515270875
fict,11,-12.654281391527817
questionnaire,17,-12.218963320269971
zara,10,-12.749591571332141
sebenico,7,-13.106266515270875
repute,11,-12.654281391527817
twinned,7,-13.106266515270875
krakow,6,-13.260417195098132
sonia,18,-12.161804906430023
cremation,9,-12.854952086989968
letras,6,-13.260417195098132
karaganda,12,-12.567270014538186
trubetskoy,8,-12.972735122646352
reconnaissance,7,-13.106266515270875
wthr,6,-13.260417195098132
primetime,9,-12.854952086989968
c1,9,-12.854952086989968
optimizer,6,-13.260417195098132
turbulence,11,-12.654281391527817
marauder,6,-13.260417195098132
repentance,6,-13.260417195098132
thisll,7,-13.106266515270875
lossy,7,-13.106266515270875
haida,9,-12.854952086989968
gwaii,6,-13.260417195098132
jinxmchue,6,-13.260417195098132
naturalize,9,-12.854952086989968
alfa,6,-13.260417195098132
purdue,32,-11.586440761526461
purdues,6,-13.260417195098132
daly,25,-11.833300839457987
dalys,7,-13.106266515270875
custer,7,-13.106266515270875
picketts,6,-13.260417195098132
baudrillard,6,-13.260417195098132
stricture,6,-13.260417195098132
correctional,11,-12.654281391527817
impedance,15,-12.344126463223978
zmaj,11,-12.654281391527817
thermometer,12,-12.567270014538186
leicestershire,7,-13.106266515270875
decker,11,-12.654281391527817
kawasaki,12,-12.567270014538186
raceway,7,-13.106266515270875
bedfordshire,6,-13.260417195098132
jeep,9,-12.854952086989968
peculiarity,9,-12.854952086989968
reassessment,52,-11.10093294574476
goer,8,-12.972735122646352
kelli,8,-12.972735122646352
gallus,7,-13.106266515270875
jih,18,-12.161804906430023
sab,8,-12.972735122646352
asghar,8,-12.972735122646352
fnd,6,-13.260417195098132
gory,8,-12.972735122646352
toshiba,8,-12.972735122646352
pvt,7,-13.106266515270875
kapil,8,-12.972735122646352
pseudovector,6,-13.260417195098132
ballard,6,-13.260417195098132
bylaw,8,-12.972735122646352
hdd,7,-13.106266515270875
hdmi,8,-12.972735122646352
parakeet,6,-13.260417195098132
clements,11,-12.654281391527817
custerwest,6,-13.260417195098132
f3,10,-12.749591571332141
foxtrot,6,-13.260417195098132
winkle,6,-13.260417195098132
manche,6,-13.260417195098132
macguffin,6,-13.260417195098132
diddy,11,-12.654281391527817
steelblue,9,-12.854952086989968
ido,6,-13.260417195098132
crossbow,7,-13.106266515270875
frigate,14,-12.41311933471093
retitling,7,-13.106266515270875
gaia,17,-12.218963320269971
serialization,12,-12.567270014538186
datetime,7,-13.106266515270875
tonybot,7,-13.106266515270875
vanuatu,10,-12.749591571332141
outback,9,-12.854952086989968
citzenship,7,-13.106266515270875
obtainable,9,-12.854952086989968
vocation,8,-12.972735122646352
liszt,8,-12.972735122646352
chastity,6,-13.260417195098132
nueva,8,-12.972735122646352
dionigi,7,-13.106266515270875
arbitrage,6,-13.260417195098132
svenska,9,-12.854952086989968
mullen,6,-13.260417195098132
9pt,6,-13.260417195098132
giggy,8,-12.972735122646352
msc,6,-13.260417195098132
inquest,13,-12.48722730686465
rothschild,11,-12.654281391527817
cpt,6,-13.260417195098132
billytfried,10,-12.749591571332141
muay,14,-12.41311933471093
freeview,7,-13.106266515270875
pensioner,7,-13.106266515270875
ntsc,7,-13.106266515270875
hdtv,8,-12.972735122646352
krugman,11,-12.654281391527817
cretaceous,7,-13.106266515270875
chua,6,-13.260417195098132
elkevbo,16,-12.279587942086406
orlady,40,-11.36329721021225
sportsman,7,-13.106266515270875
camelcase,7,-13.106266515270875
inapplicable,10,-12.749591571332141
quantification,8,-12.972735122646352
nf,14,-12.41311933471093
cognates,11,-12.654281391527817
minefield,6,-13.260417195098132
mcconville,7,-13.106266515270875
neill,8,-12.972735122646352
encapsulate,13,-12.48722730686465
hims,7,-13.106266515270875
bachrach,6,-13.260417195098132
vitaly,6,-13.260417195098132
herbicide,8,-12.972735122646352
lenght,6,-13.260417195098132
offshore,11,-12.654281391527817
nyb,15,-12.344126463223978
tvguide,10,-12.749591571332141
misgiving,10,-12.749591571332141
pandey,10,-12.749591571332141
malvern,9,-12.854952086989968
brer,14,-12.41311933471093
donno,6,-13.260417195098132
amcom,8,-12.972735122646352
acadian,6,-13.260417195098132
middletown,7,-13.106266515270875
nys,7,-13.106266515270875
janov,10,-12.749591571332141
janovs,7,-13.106266515270875
quantifier,7,-13.106266515270875
holby,7,-13.106266515270875
collier,15,-12.344126463223978
takis,11,-12.654281391527817
pao,9,-12.854952086989968
trickery,10,-12.749591571332141
taglines,14,-12.41311933471093
modesto,6,-13.260417195098132
intersect,18,-12.161804906430023
bleep,9,-12.854952086989968
wray,10,-12.749591571332141
deanna,7,-13.106266515270875
